CA(EØ) [°];CA(EL) [°];CA(ER) [°];CA(C) [°];CA(PØ) [°];CA(PL) [°];CA(PR) [°];CA(TØ) [°];CA(TL) [°];CA(TR) [°];Volumen [µl];Ø [mm];Área de la base [mm²];Superficie de la gota [mm²];SL Tilt [°];IFT [mN/m];Fase de la gota;Fase ambiente;Sustrato;?(d) [g/cm³];?(a) [g/cm³];?? [g/cm³];X [mm];Y [mm];Inclinación [°];T(a) [°C];T(d) [°C];T(s) [°C];Presión [bar];Humedad [% HR];Tamaño de referencia [mm];Referencia [px/mm]
n/a;n/a;n/a;8,27;5,61;0,81;10,41;13,76;15,62;11,90;2,76;3,605;10,207;13,366;0,25;40,16;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;13,62;15,68;11,56;2,49;3,590;10,122;13,023;0,25;46,85;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;6,26;0,71;11,82;13,72;15,77;11,68;2,60;3,580;10,066;12,943;0,25;13,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,26;n/a;n/a;n/a;8,77;6,26;11,28;3,01;3,580;10,066;13,342;0,25;11,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,24;n/a;n/a;n/a;13,61;15,65;11,56;2,65;3,610;10,235;13,238;0,25;0,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,27;n/a;n/a;n/a;9,24;6,63;11,85;2,33;3,590;10,122;12,887;0,25;21,52;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,28;n/a;n/a;n/a;12,66;14,04;11,29;2,48;3,595;10,151;13,009;0,25;12,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,26;n/a;n/a;n/a;9,17;6,12;12,23;2,44;3,580;10,066;12,896;0,25;362966,61;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;n/a;n/a;n/a;8,90;6,25;11,55;2,71;3,600;10,179;13,245;0,25;856,09;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;8,75;5,64;11,86;2,19;3,595;10,151;12,831;0,25;18,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;n/a;n/a;n/a;13,16;15,03;11,28;2,85;3,610;10,235;13,394;0,25;0,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,27;6,49;2,80;10,18;14,20;15,98;12,41;2,55;3,580;10,066;13,158;0,25;21,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,24;n/a;n/a;n/a;8,90;5,68;12,12;3,37;3,605;10,207;14,002;0,25;9,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,26;n/a;n/a;n/a;8,95;6,09;11,82;2,33;3,600;10,179;13,015;0,25;2,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;13,75;16,00;11,51;2,37;3,600;10,179;13,025;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;13,89;16,04;11,74;2,56;3,580;10,066;13,079;0,25;19,40;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,21;n/a;n/a;n/a;9,10;6,17;12,04;2,53;3,580;10,066;13,097;0,25;21,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,27;n/a;n/a;n/a;9,20;6,49;11,92;3,06;3,605;10,207;13,653;0,25;5,32;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,12;n/a;n/a;n/a;13,55;15,67;11,43;2,94;3,610;10,235;13,614;0,25;27,49;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,29;n/a;n/a;n/a;9,18;6,18;12,18;2,45;3,575;10,038;12,788;0,25;181,31;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,24;n/a;n/a;n/a;8,93;5,87;11,98;2,55;3,605;10,207;13,351;0,25;19,73;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;n/a;n/a;n/a;8,61;5,93;11,28;2,15;3,605;10,207;12,713;0,25;18,17;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,28;n/a;n/a;n/a;8,97;6,24;11,71;3,03;3,580;10,066;13,612;0,25;27,94;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,26;n/a;n/a;n/a;8,78;5,39;12,17;2,77;3,605;10,207;13,506;0,25;13,44;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,27;n/a;n/a;n/a;8,31;5,50;11,11;2,55;3,610;10,235;13,285;0,25;16,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;8,74;5,64;11,85;3,17;3,600;10,179;13,758;0,25;14,82;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,20;n/a;n/a;n/a;13,95;15,73;12,17;2,74;3,600;10,179;13,493;0,25;521,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,16;n/a;n/a;n/a;13,37;15,15;11,58;2,84;3,605;10,207;13,376;0,25;22,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;9,26;6,50;12,02;2,66;3,595;10,151;13,217;0,25;10,76;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;n/a;n/a;n/a;8,80;5,75;11,84;2,90;3,605;10,207;13,571;0,25;0,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;8,71;5,45;11,98;2,78;3,580;10,066;13,277;0,25;458366,29;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,24;n/a;n/a;n/a;8,90;6,61;11,18;3,03;3,595;10,151;13,502;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,26;n/a;n/a;n/a;9,01;6,12;11,89;2,69;3,585;10,094;12,982;0,25;45,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,26;n/a;n/a;n/a;8,97;5,60;12,35;2,59;3,590;10,122;13,217;0,25;17,80;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;10,09;8,62;11,56;2,29;3,610;10,235;12,906;0,25;8,15;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,24;n/a;n/a;n/a;9,13;6,18;12,08;2,93;3,590;10,122;13,452;0,25;4,83;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;n/a;n/a;n/a;8,83;5,88;11,78;2,60;3,575;10,038;13,222;0,25;36,64;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,20;n/a;n/a;n/a;8,49;5,66;11,32;2,85;3,605;10,207;13,457;0,25;0,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,25;n/a;n/a;n/a;13,53;16,06;10,99;2,44;3,575;10,038;12,781;0,25;1055,71;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,20;n/a;n/a;n/a;9,94;7,86;12,02;2,32;3,600;10,179;13,076;0,25;19,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;9,15;6,40;11,91;3,01;3,605;10,207;13,708;0,25;26,62;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;6,59;2,35;10,83;13,89;15,85;11,92;2,32;3,600;10,179;13,063;0,25;5,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,19;6,99;2,60;11,38;13,74;15,77;11,70;3,17;3,605;10,207;13,901;0,25;11,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,17;n/a;n/a;n/a;8,80;5,50;12,09;2,47;3,595;10,151;13,196;0,25;0,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,17;6,25;0,97;11,53;8,72;5,42;12,03;3,36;3,610;10,235;13,893;0,25;16,06;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;6,79;3,40;10,18;12,74;14,12;11,35;2,48;3,600;10,179;12,965;0,25;20,62;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;13,60;15,45;11,75;2,78;3,590;10,122;13,359;0,25;40,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,21;n/a;n/a;n/a;9,60;8,18;11,01;2,40;3,600;10,179;12,985;0,25;44,26;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;9,38;6,46;12,31;2,59;3,575;10,038;13,231;0,25;0,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,21;n/a;n/a;n/a;8,93;6,04;11,81;2,72;3,605;10,207;13,162;0,25;5,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,20;n/a;n/a;n/a;9,37;6,30;12,43;3,46;3,595;10,151;14,041;0,25;465,66;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,24;n/a;n/a;n/a;8,95;6,12;11,78;2,96;3,595;10,151;13,416;0,25;16,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;6,93;2,81;11,06;13,66;15,20;12,12;2,75;3,600;10,179;13,415;0,25;64,64;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,21;n/a;n/a;n/a;8,65;5,53;11,76;2,75;3,600;10,179;13,264;0,25;5,02;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,21;n/a;n/a;n/a;8,86;6,66;11,07;2,34;3,575;10,038;12,711;0,25;95,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;8,59;5,89;11,29;2,22;3,590;10,122;12,579;0,25;27,23;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;7,10;3,17;11,02;9,32;6,60;12,03;2,71;3,600;10,179;13,156;0,25;5,38;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;n/a;n/a;n/a;8,68;5,51;11,86;2,84;3,590;10,122;13,305;0,25;27,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,19;n/a;n/a;n/a;9,05;5,73;12,38;2,52;3,595;10,151;13,072;0,25;19,09;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,19;n/a;n/a;n/a;10,04;8,04;12,05;2,75;3,590;10,122;13,346;0,25;132,63;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,21;6,70;2,56;10,84;9,16;6,13;12,20;3,04;3,590;10,122;13,512;0,25;29,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;n/a;n/a;n/a;9,05;6,60;11,49;2,83;3,600;10,179;13,327;0,25;35,60;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,17;n/a;n/a;n/a;13,29;14,91;11,68;3,03;3,575;10,038;13,418;0,25;4,97;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;8,80;6,16;11,45;2,91;3,575;10,038;13,339;0,25;38,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,17;6,07;0,55;11,60;8,70;5,62;11,78;2,67;3,600;10,179;13,320;0,25;22,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;6,59;2,66;10,52;13,60;15,32;11,87;2,79;3,600;10,179;13,348;0,25;51,95;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;n/a;n/a;n/a;9,06;6,21;11,91;2,43;3,580;10,066;12,886;0,25;121,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,23;n/a;n/a;n/a;8,90;6,37;11,42;2,49;3,595;10,151;13,019;0,25;18,49;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;8,92;6,17;11,68;2,80;3,575;10,038;13,271;0,25;27,12;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,16;n/a;n/a;n/a;9,20;6,33;12,07;2,49;3,600;10,179;13,103;0,25;1251,85;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;n/a;n/a;n/a;8,71;5,66;11,76;2,97;3,600;10,179;13,515;0,25;16,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,22;n/a;n/a;n/a;8,98;6,25;11,71;2,24;3,595;10,151;12,931;0,25;96,82;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;n/a;n/a;n/a;9,05;6,09;12,02;3,03;3,590;10,122;13,754;0,25;0,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,16;n/a;n/a;n/a;9,17;6,47;11,87;2,51;3,575;10,038;13,071;0,25;15,43;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,20;n/a;n/a;n/a;8,87;5,93;11,81;2,50;3,595;10,151;13,108;0,25;26,09;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;9,28;6,95;11,61;3,20;3,580;10,066;13,749;0,25;109,48;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,08;n/a;n/a;n/a;8,70;6,02;11,37;3,41;3,595;10,151;14,099;0,25;5,54;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;8,80;6,36;11,24;2,67;3,605;10,207;13,210;0,25;18,85;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,18;n/a;n/a;n/a;9,04;6,18;11,91;2,87;3,600;10,179;13,499;0,25;37,65;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,16;n/a;n/a;n/a;8,78;6,12;11,43;2,52;3,605;10,207;13,214;0,25;5,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,17;n/a;n/a;n/a;8,72;6,07;11,38;2,92;3,580;10,066;13,307;0,25;97,30;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,11;7,12;3,68;10,56;9,02;6,29;11,74;2,95;3,595;10,151;13,568;0,25;26,22;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;8,62;5,87;11,37;3,19;3,590;10,122;13,748;0,25;134,75;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,12;n/a;n/a;n/a;9,10;6,23;11,96;3,03;3,600;10,179;13,546;0,25;44,63;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,11;n/a;n/a;n/a;9,50;7,52;11,49;2,54;3,595;10,151;13,034;0,25;21,20;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,19;n/a;n/a;n/a;8,83;6,36;11,31;2,91;3,575;10,038;13,396;0,25;19,85;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,06;n/a;n/a;n/a;13,69;15,92;11,47;2,30;3,595;10,151;12,763;0,25;23,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,10;n/a;n/a;n/a;8,85;5,81;11,90;2,86;3,575;10,038;13,345;0,25;5,39;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;8,70;5,81;11,59;2,55;3,585;10,094;13,161;0,25;20,65;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,10;n/a;n/a;n/a;9,27;6,63;11,91;3,34;3,600;10,179;13,808;0,25;0,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,15;n/a;n/a;n/a;8,95;6,83;11,08;3,00;3,595;10,151;13,589;0,25;13,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,08;n/a;n/a;n/a;8,74;5,58;11,90;2,72;3,605;10,207;13,503;0,25;17,95;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,08;n/a;n/a;n/a;9,73;7,57;11,90;2,75;3,585;10,094;13,229;0,25;0,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,12;n/a;n/a;n/a;8,75;6,18;11,31;2,64;3,590;10,122;13,059;0,25;48,86;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,08;n/a;n/a;n/a;13,73;15,78;11,68;2,86;3,600;10,179;13,424;0,25;0,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,10;n/a;n/a;n/a;9,43;6,35;12,51;2,92;3,600;10,179;13,546;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;8,75;5,69;11,82;2,61;3,600;10,179;13,266;0,25;0,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,10;n/a;n/a;n/a;9,12;6,23;12,01;3,09;3,575;10,038;13,567;0,25;30099,35;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,07;n/a;n/a;n/a;8,76;5,95;11,57;2,62;3,575;10,038;13,055;0,25;0,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,14;n/a;n/a;n/a;8,66;6,31;11,00;3,22;3,605;10,207;13,739;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,03;n/a;n/a;n/a;8,40;5,21;11,59;2,55;3,595;10,151;13,032;0,25;0,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,09;n/a;n/a;n/a;9,46;7,33;11,59;3,18;3,570;10,010;13,622;0,25;12,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
n/a;n/a;n/a;8,09;n/a;n/a;n/a;8,58;5,92;11,25;2,54;3,595;10,151;12,955;0,25;0,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
